0.1	0	0.833333333333333
0.15	0	0.828947368421053
0.2	0	0.833333333333333
0.25	0	0.831140350877193
0.3	0	0.831140350877193
0.35	0	0.826754385964912
0.4	0	0.828947368421053
0.45	0	0.831140350877193
0.5	0	0.835526315789474
0.55	0	0.848684210526316
0.6	0	0.828947368421053
0.65	0	0.710526315789474
0.7	0	0.12719298245614
0.75	0	0.12280701754386
0.8	0	0.151315789473684
0.85	0	0.133771929824561
0.9	0	0.129385964912281
0.95	0	0.120614035087719
1	0	0.138157894736842
0.1	1	0.848684210526316
0.15	1	0.853070175438597
0.2	1	0.855263157894737
0.25	1	0.859649122807018
0.3	1	0.857456140350877
0.35	1	0.861842105263158
0.4	1	0.868421052631579
0.45	1	0.861842105263158
0.5	1	0.87280701754386
0.55	1	0.855263157894737
0.6	1	0.839912280701754
0.65	1	0.75219298245614
0.7	1	0.320175438596491
0.75	1	0.129385964912281
0.8	1	0.116228070175439
0.85	1	0.12719298245614
0.9	1	0.12719298245614
0.95	1	0.120614035087719
1	1	0.109649122807018
0.1	2	0.800438596491228
0.15	2	0.800438596491228
0.2	2	0.802631578947368
0.25	2	0.809210526315789
0.3	2	0.81359649122807
0.35	2	0.81359649122807
0.4	2	0.81359649122807
0.45	2	0.815789473684211
0.5	2	0.824561403508772
0.55	2	0.820175438596491
0.6	2	0.807017543859649
0.65	2	0.732456140350877
0.7	2	0.302631578947368
0.75	2	0.133771929824561
0.8	2	0.118421052631579
0.85	2	0.120614035087719
0.9	2	0.138157894736842
0.95	2	0.0942982456140351
1	2	0.125
0.1	3	0.855263157894737
0.15	3	0.855263157894737
0.2	3	0.853070175438597
0.25	3	0.857456140350877
0.3	3	0.857456140350877
0.35	3	0.861842105263158
0.4	3	0.861842105263158
0.45	3	0.868421052631579
0.5	3	0.861842105263158
0.55	3	0.853070175438597
0.6	3	0.837719298245614
0.65	3	0.651315789473684
0.7	3	0.335526315789474
0.75	3	0.105263157894737
0.8	3	0.118421052631579
0.85	3	0.133771929824561
0.9	3	0.140350877192982
0.95	3	0.160087719298246
1	3	0.120614035087719
0.1	4	0.837719298245614
0.15	4	0.837719298245614
0.2	4	0.833333333333333
0.25	4	0.831140350877193
0.3	4	0.828947368421053
0.35	4	0.835526315789474
0.4	4	0.837719298245614
0.45	4	0.831140350877193
0.5	4	0.861842105263158
0.55	4	0.835526315789474
0.6	4	0.81140350877193
0.65	4	0.741228070175439
0.7	4	0.317982456140351
0.75	4	0.12280701754386
0.8	4	0.135964912280702
0.85	4	0.138157894736842
0.9	4	0.116228070175439
0.95	4	0.140350877192982
1	4	0.140350877192982
