A041T	brca	brca	-124.671360633974	1
A0AZT	brca	brca	-91.4480084682538	0.999999999964514
A1EOT	brca	brca	-92.9795238136332	0.786194379242721
A1FUN	brca	brca	-97.0838763868114	0.999998223578657
A18ST	brca	prad	-87.187949817721	0.967818947405596
A15MN	brca	brca	-129.498510733855	1
A18JN	brca	brca	-128.899453234647	1
A0BQT	brca	prad	-85.2983697695797	0.89495601190745
A0CHT	brca	brca	-93.3003833312637	1
A18SN	brca	brca	-103.52608791991	1
A1NAN	brca	brca	-105.30538966897	1
A1FBN	brca	brca	-144.462281414881	1
A0H5T	brca	brca	-87.7145968449354	0.999999999996207
A06RT	brca	brca	-129.963663514492	1
A1FHN	brca	brca	-116.549074980532	1
A0BMT	brca	prad	-78.985700196337	1
A07OT	brca	brca	-96.2210273812314	1
A03VT	brca	brca	-127.052748811427	1
A18NN	brca	brca	-109.558681863794	1
A086T	brca	prad	-87.792797118173	0.999999999999992
A2FBT	brca	brca	-126.378098619441	1
A0H5N	brca	brca	-110.76612469154	1
A0DQT	brca	brca	-145.795196928106	1
A18VN	brca	prad	-90.6683330807448	0.999999997726303
A049T	brca	brca	-110.547608791238	1
A1IGN	brca	prad	-111.377788140471	1
A0DPN	brca	brca	-122.212272929415	1
A18PT	brca	brca	-86.424939031321	0.999999999999999
A1F2N	brca	brca	-141.599568652845	1
A07RT	brca	brca	-121.239625323316	1
A0E1N	brca	prad	-87.150213284742	0.999966706092179
A1FEN	brca	brca	-104.906116356826	0.99999984816989
A06OT	brca	brca	-146.790954531521	0.999999999999917
A1EVN	brca	brca	-130.195013012843	1
A0H7N	brca	brca	-144.679541677417	1
A18NT	brca	brca	-122.955664501879	1
A0B2N	brca	brca	-139.183345772125	1
A18KT	brca	brca	-115.193733390982	1
A204T	brca	brca	-129.407722738162	1
A07PT	brca	prad	-86.499235218073	0.99999901587395
A03NT	brca	brca	-136.243323410815	1
A08IT	brca	brca	-101.268975588222	0.999999999999998
A0DKN	brca	brca	-129.133856281086	1
A0BVT	brca	brca	-118.590274100195	1
A0DON	brca	prad	-90.6482163420022	0.999185169010905
A0DHT	brca	brca	-142.66986765233	1
A2FBN	brca	brca	-80.2280301211858	0.999999999337437
A15IN	brca	prad	-84.2889011786888	0.999999999999557
A1LBT	brca	brca	-95.8340654966939	1
A13ET	brca	brca	-120.654752339519	1
A288T	coad	coad	-113.417093053466	1
6648T	coad	coad	-123.137590464798	1
A1D9T	coad	coad	-135.504644886224	1
6782T	coad	coad	-105.714719383753	1
A28AT	coad	coad	-92.6065315978156	1
6899T	coad	coad	-98.4230419696867	1
6536T	coad	coad	-114.084788394386	1
6607T	coad	coad	-114.822926478032	1
4315T	coad	coad	-110.921574227286	1
5797T	coad	coad	-126.858487581782	1
5659T	coad	coad	-103.969528369517	1
6719T	coad	coad	-91.1105542956215	1
2684N	coad	coad	-94.2832647768064	1
2686N	coad	coad	-106.933899230445	1
A28GT	coad	coad	-112.095100572709	1
A56BT	coad	coad	-102.44161866391	1
5541T	coad	coad	-109.315146651188	1
2685N	coad	coad	-106.660964627792	1
5543T	coad	coad	-144.663300647913	1
A1HAT	coad	coad	-115.366129545289	1
6932T	coad	coad	-111.428558081513	1
5659N	coad	coad	-125.350268690452	1
6298T	coad	coad	-116.880834665029	1
6805T	coad	coad	-115.402194849587	1
6386T	coad	coad	-147.893788000029	1
6161T	coad	coad	-131.019498729912	1
A1D7T	coad	coad	-117.497166485715	1
6460T	coad	coad	-92.3963121070269	1
A01XT	coad	coad	-139.53045645211	1
2675N	coad	coad	-116.91321040964	1
5820T	coad	coad	-132.325726556618	1
A28CT	coad	coad	-129.709238295598	1
3502T	coad	coad	-110.597488302576	1
2675T	coad	coad	-131.125634816866	1
2682N	coad	coad	-90.730286038495	1
6530T	coad	coad	-139.562363897388	1
A5EKT	coad	coad	-100.063814265549	1
3662T	coad	coad	-101.489610389142	1
6780T	coad	coad	-118.133874292181	1
3511N	coad	coad	-101.850953478294	1
3660N	coad	coad	-129.241083030804	1
5349T	coad	coad	-101.370915907236	1
A1DBT	coad	coad	-136.367508886876	1
4684T	coad	coad	-129.479453864243	1
5821T	coad	coad	-109.948880517713	1
4738T	hnsc	hnsc	-91.1778710583412	1
6943N	hnsc	prad	-79.1003668879457	1
6950T	hnsc	hnsc	-125.639829300307	1
6024T	hnsc	hnsc	-90.9033726348472	1
7242T	hnsc	hnsc	-75.1834619113177	1
7102T	hnsc	hnsc	-80.2756293215781	0.999999999999933
5978T	hnsc	hnsc	-93.4100108968115	1
6222T	hnsc	hnsc	-117.606675149054	1
7099T	hnsc	hnsc	-128.590166604486	1
6943T	hnsc	hnsc	-99.5289925963155	1
6515T	hnsc	hnsc	-118.020319954632	1
6012T	hnsc	hnsc	-115.530182338399	1
7371T	hnsc	hnsc	-109.211285777098	1
7255N	hnsc	hnsc	-104.373452784627	1
6824T	hnsc	hnsc	-101.003469636059	1
7069T	hnsc	hnsc	-89.330636261156	1
6482T	hnsc	hnsc	-121.890751980282	1
7229T	hnsc	hnsc	-95.092706197612	1
7370T	hnsc	hnsc	-106.271407967098	1
6996T	hnsc	hnsc	-112.460380561116	1
6939T	hnsc	hnsc	-126.795746259786	1
7372T	hnsc	hnsc	-135.207027286203	1
7263T	hnsc	hnsc	-141.067511754974	1
5249T	hnsc	hnsc	-106.267092542949	1
5329T	hnsc	hnsc	-121.660268078386	1
5359T	hnsc	hnsc	-129.880293317531	1
5434T	hnsc	hnsc	-129.058072226759	1
6868T	hnsc	hnsc	-91.5052372591555	1
4228T	hnsc	hnsc	-89.1740125518822	1
5365T	hnsc	hnsc	-76.2838684693015	1
4224T	hnsc	hnsc	-93.6769719509362	1
5373T	hnsc	hnsc	-105.518973608443	1
7382T	hnsc	hnsc	-89.3947386900991	1
7438T	hnsc	prad	-96.7021975871861	0.999999994552238
6221T	hnsc	hnsc	-99.1675196833955	1
6218T	hnsc	hnsc	-124.347884355096	1
4736T	hnsc	hnsc	-82.2434574852945	1
7365T	hnsc	hnsc	-119.810634103042	1
7440N	hnsc	hnsc	-75.9106308290565	1
7437T	hnsc	hnsc	-125.781856607283	1
6229T	hnsc	hnsc	-123.723793363922	1
5435T	hnsc	hnsc	-113.473091360943	1
6471T	hnsc	hnsc	-97.2668642058634	1
6933N	hnsc	hnsc	-133.890623281597	1
6827T	hnsc	hnsc	-125.780590927581	1
6869T	hnsc	hnsc	-120.554003648241	1
6219T	hnsc	hnsc	-91.2307291664351	1
6938T	hnsc	hnsc	-86.4858055756086	1
7097T	hnsc	hnsc	-127.595360852879	1
7424T	hnsc	hnsc	-99.1238958912376	1
6992T	hnsc	hnsc	-110.573061330931	1
8635T	hnsc	hnsc	-114.349584054719	1
5457T	kric	kric	-118.560944329379	1
4863N	kric	kric	-116.20077431265	1
4635T	kric	kric	-118.569194327677	1
3382T	kric	kric	-129.7584929179	1
3328T	kric	kric	-113.098807647248	1
4341T	kric	kric	-141.23571944081	1
5453N	kric	kric	-116.310288590439	1
4158T	kric	kric	-123.233600767562	1
5402T	kric	kric	-119.745350130674	1
5984T	kric	kric	-118.49423355354	1
3319T	kric	kric	-110.312789583654	1
5689N	kric	kric	-125.22557378291	1
4161T	kric	kric	-118.809853071142	1
3367T	kric	kric	-113.476266369911	1
3362T	kric	kric	-123.559893916855	1
5591N	kric	kric	-125.372157799581	1
3383T	kric	kric	-117.869652695606	1
3434T	kric	kric	-144.248294124229	1
5696T	kric	kric	-114.433754318037	1
5451T	kric	kric	-115.150946251105	1
5462N	kric	kric	-136.800805039218	1
4639T	kric	kric	-125.442629223706	1
3378T	kric	kric	-126.548924523142	1
5465N	kric	kric	-139.855211845841	1
3429T	kric	kric	-126.158736297265	1
5455N	kric	kric	-141.527170688642	1
5458N	kric	kric	-113.172224029273	1
5987N	kric	kric	-119.298143005233	1
4143T	kric	kric	-113.047904626265	1
4338T	kric	kric	-127.610658645723	1
5584T	kric	kric	-134.318905865065	1
4325T	kric	kric	-127.420128290683	1
3458T	kric	kric	-125.376294364969	1
3358N	kric	kric	-129.957775976603	1
5462T	kric	kric	-124.505320853232	1
1681T	luad	luad	-127.991733857803	0.99999999782139
4123T	luad	lusc	-144.414375831803	0.998099526239192
6836N	luad	luad	-136.085597458869	1
4424T	luad	luad	-128.004948251846	1
7162T	luad	luad	-135.581227876235	0.999999999851303
6591T	luad	luad	-142.423570696872	0.999999999912264
6779T	luad	luad	-137.001313648809	1
7109T	luad	luad	-124.409500608355	1
4662T	luad	luad	-129.95023485468	1
7163T	luad	luad	-146.12141017955	0.999999994830273
6761N	luad	luad	-144.608948846724	0.853906013019114
6982T	luad	luad	-144.06813273933	0.999994954177411
6830T	luad	lusc	-137.341949521554	1
5933T	luad	luad	-124.257975715411	1
6775T	luad	luad	-136.254611726302	1
6979N	luad	luad	-137.461726493524	1
4631T	luad	luad	-134.347169285879	0.992152797099911
5420T	luad	luad	-134.943989846399	0.99999999310049
4389T	luad	luad	-140.220583811626	1
4417T	luad	lusc	-134.044313025084	0.972285321506637
6774T	luad	luad	-136.969911745196	0.98388685501048
6971T	luad	luad	-140.021663245796	1
4670T	luad	lusc	-126.776399351098	0.999983879201913
5778T	luad	luad	-127.726194579956	0.999999999999999
5899T	luad	luad	-134.890889800376	0.999999999999999
4426T	luad	luad	-127.274903756554	0.99999999995106
5147T	luad	luad	-127.777330233822	0.876670507308
4244T	luad	lusc	-139.316407790227	0.999981659329387
6849N	luad	luad	-122.500540017679	0.999999992420952
7146T	luad	luad	-132.151112969177	0.999999999974763
6836T	luad	luad	-137.480160240463	1
2661T	luad	luad	-149.208099368776	1
7159T	luad	luad	-149.751956481888	0.615008603360449
5932T	luad	luad	-131.118500658133	0.999999994041648
2662N	luad	lusc	-130.890334725055	0.9999999128479
6742T	luad	luad	-137.818414605575	0.999999999999976
5485T	lusc	lusc	-101.417793587759	1
2788T	lusc	lusc	-97.3482343273792	1
2766T	lusc	lusc	-101.056163483939	1
4130T	lusc	lusc	-105.449766767304	1
6837N	lusc	lusc	-117.597424671375	1
4532T	lusc	lusc	-94.0980561642762	1
3410T	lusc	lusc	-109.399241004404	1
5021T	lusc	lusc	-136.676132564441	1
5027T	lusc	lusc	-104.36956681945	1
5231T	lusc	lusc	-113.848411670092	1
5471T	lusc	lusc	-105.569802861231	1
5929T	lusc	lusc	-114.393164402803	1
7107N	lusc	lusc	-141.637922806872	0.999999999996857
2581T	lusc	lusc	-107.672811121366	1
2714T	lusc	lusc	-135.59741328457	1
4593T	lusc	lusc	-97.4021157884515	1
1005T	lusc	lusc	-98.167099153857	1
7142T	lusc	lusc	-105.506760572504	1
5819T	lusc	lusc	-122.594768860738	1
5234T	lusc	lusc	-109.140738115565	1
6647N	lusc	lusc	-104.812227906424	1
4080T	lusc	lusc	-104.463955541355	1
4080N	lusc	lusc	-122.997776173525	1
4083T	lusc	lusc	-105.924746656667	1
5034T	lusc	lusc	-113.797423212413	1
6647T	lusc	lusc	-121.541036703747	1
7222T	lusc	lusc	-98.9653242966316	1
7767T	lusc	lusc	-103.20771292124	1
2600T	lusc	lusc	-116.443460340203	1
2789T	lusc	lusc	-125.451453469466	1
3783T	lusc	lusc	-124.875062020108	1
3407T	lusc	lusc	-95.6799530983828	1
1012T	lusc	lusc	-98.5833804297634	1
1083T	lusc	lusc	-100.240510204007	1
4589T	lusc	lusc	-106.712838492407	1
5782T	lusc	lusc	-145.432371018125	1
2795T	lusc	lusc	-102.31321121919	1
3767T	lusc	lusc	-112.895986764177	1
8386T	lusc	lusc	-146.225853915583	1
5029T	lusc	lusc	-100.57185543648	1
2697T	lusc	lusc	-96.3200240787303	1
2706T	lusc	lusc	-109.481716345166	1
2704T	lusc	lusc	-111.875400760617	1
1072T	lusc	lusc	-120.633443611022	1
3414T	lusc	lusc	-111.876683950714	1
6378T	prad	prad	-60.4640463735766	1
A6ALT	prad	prad	-84.625175632364	1
5769T	prad	prad	-66.5801194822996	1
A46BT	prad	prad	-67.4225881762359	1
5509T	prad	prad	-94.7300853120671	1
6373T	prad	prad	-48.2628232012223	1
5762T	prad	prad	-62.8279550866559	1
5752T	prad	prad	-87.826565490914	1
A6AOT	prad	prad	-77.3660604180588	1
7738T	prad	prad	-92.6332371204802	1
6339T	prad	prad	-61.0595861496375	1
7231T	prad	prad	-119.928448357974	1
A67LT	prad	prad	-57.7627616410408	1
7792N	prad	prad	-48.2119591739321	1
7736T	prad	prad	-62.2268501097208	1
A67ST	prad	prad	-54.7530782528646	1
5505T	prad	prad	-48.1966966275384	1
5738T	prad	prad	-68.0573067383083	1
5524T	prad	prad	-123.403836426744	1
A67QT	prad	prad	-54.3668234733609	1
7331T	prad	prad	-71.0663452676307	1
5504T	prad	prad	-54.85760084667	1
5792T	prad	prad	-48.3313288659437	1
7327T	prad	prad	-50.2469997581181	1
5772T	prad	prad	-69.8614783530525	1
5753T	prad	prad	-59.5203051139487	1
7078T	prad	prad	-67.864409211029	1
8468T	prad	prad	-70.3546389260269	1
5761N	prad	prad	-47.6825462238999	1
6356T	prad	prad	-137.512125634626	1
8257T	prad	prad	-140.858182715518	1
6348N	prad	prad	-54.1509667722434	1
8256T	prad	prad	-54.1261667781248	1
7327N	prad	prad	-134.397689524492	1
A4BLT	prad	prad	-51.5137744728738	1
7523T	prad	prad	-91.0961878178127	1
6338T	prad	prad	-65.8110526244589	1
7817T	prad	prad	-136.23416453286	1
6367T	prad	prad	-74.8422658221451	1
7081T	prad	prad	-68.1524294700927	1
5496T	prad	prad	-87.0683965360159	1
8213T	prad	prad	-78.2365276156029	1
5741T	prad	prad	-87.2456735370801	1
5494T	prad	prad	-41.725778104766	1
A52BT	prad	prad	-68.7620323563416	1
A59VT	prad	prad	-66.6172727977978	1
7312T	prad	prad	-47.9747127333243	1
5740T	prad	prad	-82.9505850530824	1
5791T	prad	prad	-56.4513126178656	1
7522T	prad	prad	-64.2938470005978	1
7211T	prad	prad	-54.8939887068154	1
